id,amount,currency,comment
3543,956,RMB,order refunded
3544,650,RMB,order payment
3545,230,RMB,order payment
3546,212,INR,order payment
3547,138,AUD,order pending
3548,354,USD,order pending
3549,491,RMB,order pending
3550,382,AUD,order payment
3551,85,RMB,order pending
3552,801,INR,order refunded
3553,937,AUD,order pending
3554,263,USD,order refunded
3555,263,AUD,order pending
3556,671,INR,order pending
3557,900,RMB,order pending
3558,594,AUD,order pending
3559,232,AUD,order refunded
3560,598,INR,order pending
3561,424,USD,order pending
3562,353,RMB,order refunded
3563,453,USD,order payment
3564,405,AUD,order payment
3565,791,INR,order refunded
3566,249,INR,order pending
3567,389,INR,order refunded
3568,447,AUD,order pending
3569,879,INR,order payment
3570,852,USD,order pending
3571,992,USD,order refunded
3572,124,INR,order pending
3573,498,AUD,order pending
3574,260,AUD,order payment
3575,347,USD,order pending
3576,169,INR,order refunded
3577,263,INR,order refunded
3578,509,AUD,order pending
3579,145,RMB,order pending
3580,402,INR,order refunded
3581,292,USD,order payment
3582,456,RMB,order pending
3583,505,RMB,order pending
3584,20,AUD,order payment
3585,571,AUD,order payment
3586,361,AUD,order refunded
3587,153,RMB,order pending
3588,549,USD,order refunded
3589,618,USD,order refunded
3590,665,USD,order pending
3591,660,INR,order refunded
3592,995,AUD,order pending
3593,809,USD,order refunded
3594,549,USD,order pending
3595,906,INR,order payment
3596,910,USD,order pending
3597,336,USD,order pending
3598,233,AUD,order pending
3599,590,RMB,order payment
3600,425,USD,order refunded
3601,64,USD,order pending
3602,227,USD,order payment
3603,831,INR,order pending
3604,138,RMB,order refunded
3605,824,AUD,order pending
3606,123,USD,order refunded
3607,865,RMB,order payment
3608,970,USD,order refunded
3609,82,AUD,order pending
3610,608,AUD,order pending
3611,370,USD,order pending
3612,148,USD,order pending
3613,44,USD,order payment
3614,927,AUD,order pending
3615,708,INR,order refunded
3616,77,USD,order pending
3617,278,USD,order payment
3618,757,USD,order refunded
3619,921,RMB,order refunded
3620,341,INR,order refunded
3621,234,RMB,order pending
3622,40,USD,order payment
3623,560,INR,order refunded
3624,894,INR,order pending
3625,316,USD,order refunded
3626,696,RMB,order pending
3627,496,AUD,order pending
3628,264,AUD,order pending
3629,823,RMB,order pending
3630,925,INR,order pending
3631,840,INR,order pending
3632,195,INR,order pending
3633,255,USD,order refunded
3634,258,USD,order pending
3635,199,USD,order payment
3636,415,RMB,order pending
3637,511,USD,order payment
3638,175,USD,order refunded
3639,829,RMB,order pending
3640,810,INR,order pending
3641,127,AUD,order payment
3642,503,INR,order pending
3643,387,AUD,order refunded
3644,827,INR,order payment
3645,777,RMB,order payment
3646,725,RMB,order pending
3647,215,INR,order pending
3648,137,USD,order payment
3649,93,USD,order refunded
3650,966,USD,order payment
3651,757,USD,order refunded
3652,897,INR,order payment
3653,385,USD,order refunded
3654,460,RMB,order refunded
3655,829,USD,order payment
3656,246,USD,order refunded
3657,512,RMB,order refunded
3658,244,INR,order payment
3659,477,RMB,order pending
3660,255,RMB,order pending
3661,908,INR,order refunded
3662,546,RMB,order payment
3663,124,INR,order pending
3664,168,INR,order refunded
3665,705,USD,order refunded
3666,643,INR,order payment
3667,937,RMB,order refunded
3668,427,AUD,order payment
3669,481,AUD,order payment
3670,519,INR,order pending
3671,144,RMB,order payment
3672,332,AUD,order payment
3673,767,AUD,order pending
3674,284,RMB,order pending
3675,447,AUD,order pending
3676,686,AUD,order payment
3677,497,AUD,order refunded
3678,952,USD,order pending
3679,385,USD,order pending
3680,309,USD,order payment
3681,531,RMB,order payment
3682,706,RMB,order pending
3683,197,USD,order payment
3684,946,AUD,order refunded
3685,813,USD,order pending
3686,30,USD,order refunded
3687,203,AUD,order pending
3688,479,INR,order refunded
3689,697,RMB,order refunded
3690,995,RMB,order pending
3691,446,USD,order payment
3692,256,USD,order refunded
3693,380,RMB,order pending
3694,223,USD,order refunded
3695,989,AUD,order refunded
3696,187,INR,order pending
3697,674,RMB,order pending
3698,995,USD,order refunded
3699,295,AUD,order pending
3700,460,RMB,order refunded
3701,362,RMB,order payment
3702,205,USD,order payment
3703,602,RMB,order refunded
3704,610,USD,order payment
3705,421,INR,order payment
3706,477,INR,order payment
3707,402,INR,order payment
3708,66,AUD,order refunded
3709,10,RMB,order refunded
3710,628,INR,order payment
3711,986,RMB,order pending
3712,941,USD,order refunded
3713,981,INR,order pending
3714,157,INR,order payment
3715,534,INR,order refunded
3716,904,USD,order refunded
3717,212,RMB,order pending
3718,856,RMB,order payment
3719,761,RMB,order pending
3720,877,USD,order payment
3721,937,USD,order pending
3722,97,USD,order payment
3723,487,USD,order payment
3724,908,AUD,order payment
3725,379,AUD,order refunded
3726,768,USD,order refunded
3727,170,USD,order pending
3728,324,INR,order refunded
3729,706,INR,order payment
3730,173,RMB,order payment
3731,829,RMB,order pending
3732,511,INR,order refunded
3733,601,AUD,order payment
3734,854,RMB,order refunded
3735,130,INR,order payment
3736,695,INR,order refunded
3737,467,USD,order refunded
3738,893,INR,order payment
3739,398,INR,order payment
3740,987,AUD,order refunded
3741,554,AUD,order pending
3742,803,INR,order refunded
3743,605,INR,order refunded
3744,110,RMB,order pending
3745,26,INR,order refunded
3746,610,AUD,order payment
3747,342,RMB,order pending
3748,2,AUD,order refunded
3749,639,INR,order pending
3750,886,RMB,order refunded
3751,300,USD,order payment
3752,915,RMB,order refunded
3753,768,USD,order payment
3754,758,AUD,order payment
3755,770,INR,order refunded
3756,208,USD,order pending
3757,16,INR,order payment
3758,618,USD,order refunded
3759,104,INR,order payment
3760,443,RMB,order pending
3761,630,RMB,order payment
3762,131,INR,order refunded
3763,841,RMB,order pending
3764,370,INR,order refunded
3765,819,USD,order payment
3766,688,USD,order payment
3767,352,INR,order pending
3768,802,USD,order payment
3769,213,INR,order refunded
3770,140,USD,order pending
3771,529,AUD,order refunded
3772,775,INR,order payment
3773,274,AUD,order refunded
3774,170,RMB,order pending
3775,881,INR,order payment
3776,78,INR,order payment
3777,982,INR,order payment
3778,823,USD,order refunded
3779,919,AUD,order refunded
3780,132,AUD,order refunded
3781,592,USD,order pending
3782,323,USD,order pending
3783,231,INR,order pending
3784,897,USD,order pending
3785,240,USD,order refunded
3786,930,INR,order pending
3787,687,AUD,order payment
3788,365,RMB,order payment
3789,809,USD,order refunded
3790,339,INR,order pending
3791,171,AUD,order pending
3792,658,USD,order payment
3793,672,INR,order pending
3794,525,USD,order refunded
3795,664,USD,order payment
3796,496,INR,order refunded
3797,891,INR,order payment
3798,656,INR,order refunded
3799,894,RMB,order pending
3800,20,USD,order pending
3801,670,USD,order refunded
3802,853,RMB,order payment
3803,522,RMB,order pending
3804,503,INR,order payment
3805,141,RMB,order payment
3806,281,RMB,order payment
3807,765,AUD,order payment
3808,959,INR,order refunded
3809,960,USD,order payment
3810,564,RMB,order refunded
3811,801,AUD,order refunded
3812,238,INR,order payment
3813,28,AUD,order refunded
3814,218,INR,order pending
3815,853,USD,order refunded
3816,872,RMB,order pending
3817,577,RMB,order refunded
3818,755,INR,order refunded
3819,529,INR,order payment
3820,393,AUD,order pending
3821,345,INR,order refunded
3822,543,AUD,order refunded
3823,861,AUD,order refunded
3824,355,RMB,order pending
3825,249,RMB,order payment
3826,303,INR,order refunded
3827,973,USD,order payment
3828,73,INR,order payment
3829,496,AUD,order refunded
3830,193,USD,order payment
3831,539,INR,order refunded
3832,686,RMB,order refunded
3833,702,USD,order refunded
3834,818,INR,order refunded
3835,970,USD,order payment
3836,484,AUD,order payment
3837,79,AUD,order refunded
3838,325,USD,order payment
3839,363,USD,order payment
3840,734,INR,order payment
3841,331,RMB,order payment
3842,910,RMB,order pending
3843,850,RMB,order refunded
3844,974,RMB,order refunded
3845,81,INR,order pending
3846,431,AUD,order pending
3847,947,RMB,order payment
3848,889,AUD,order pending
3849,138,INR,order refunded
3850,904,INR,order refunded
3851,938,RMB,order pending
3852,26,AUD,order pending
3853,688,AUD,order refunded
3854,938,USD,order payment
3855,83,AUD,order payment
3856,493,USD,order refunded
3857,192,INR,order refunded
3858,611,USD,order pending
3859,65,USD,order pending
3860,604,INR,order pending
3861,769,USD,order pending
3862,305,INR,order pending
3863,663,RMB,order payment
3864,281,INR,order payment
3865,96,RMB,order payment
3866,626,INR,order refunded
3867,62,INR,order payment
3868,818,USD,order refunded
3869,185,INR,order pending
3870,962,AUD,order refunded
3871,516,AUD,order refunded
3872,25,RMB,order pending
3873,754,AUD,order refunded
3874,421,USD,order payment
3875,619,RMB,order refunded
3876,20,USD,order payment
3877,173,INR,order refunded
3878,170,INR,order refunded
3879,100,AUD,order payment
3880,869,AUD,order pending
3881,525,USD,order payment
3882,793,RMB,order refunded
3883,387,RMB,order refunded
3884,432,AUD,order refunded
3885,16,RMB,order refunded
3886,94,AUD,order pending
3887,450,USD,order refunded
3888,643,INR,order pending
3889,770,AUD,order payment
3890,855,AUD,order payment
3891,52,INR,order refunded
3892,723,USD,order refunded
3893,637,AUD,order pending
3894,992,AUD,order payment
3895,698,INR,order refunded
3896,789,AUD,order pending
3897,235,AUD,order refunded
3898,81,RMB,order payment
3899,682,INR,order pending
3900,994,RMB,order payment
3901,581,USD,order refunded
3902,377,INR,order payment
3903,377,AUD,order refunded
3904,156,INR,order payment
3905,929,INR,order refunded
3906,599,USD,order payment
3907,459,RMB,order payment
3908,286,INR,order payment
3909,975,AUD,order refunded
3910,446,AUD,order payment
3911,922,USD,order refunded
3912,377,USD,order pending
3913,639,INR,order pending
3914,142,INR,order pending
3915,504,USD,order pending
3916,798,AUD,order payment
3917,71,AUD,order pending
3918,587,INR,order pending
3919,6,AUD,order payment
3920,537,INR,order refunded
3921,240,USD,order pending
3922,550,AUD,order pending
3923,467,RMB,order pending
3924,645,INR,order pending
3925,76,INR,order pending
3926,176,RMB,order refunded
3927,910,AUD,order payment
3928,183,RMB,order pending
3929,834,USD,order payment
3930,388,USD,order refunded
3931,395,INR,order pending
3932,248,RMB,order refunded
3933,318,USD,order pending
3934,122,AUD,order payment
3935,238,AUD,order pending
3936,578,RMB,order payment
3937,652,USD,order pending
3938,725,RMB,order pending
3939,598,USD,order payment
3940,673,INR,order payment
3941,36,USD,order payment
3942,589,RMB,order refunded
3943,726,INR,order refunded
3944,788,INR,order payment
3945,60,AUD,order pending
3946,325,RMB,order pending
3947,554,AUD,order refunded
3948,502,INR,order pending
3949,242,RMB,order payment
3950,621,AUD,order pending
3951,55,USD,order pending
3952,147,INR,order payment
3953,232,RMB,order pending
3954,199,AUD,order payment
3955,20,USD,order pending
3956,59,RMB,order payment
3957,544,AUD,order pending
3958,761,USD,order payment
3959,820,RMB,order pending
3960,947,USD,order pending
3961,70,INR,order payment
3962,790,AUD,order refunded
3963,572,USD,order pending
3964,934,INR,order pending
3965,167,INR,order pending
3966,67,USD,order refunded
3967,955,INR,order pending
3968,837,RMB,order payment
3969,534,AUD,order refunded
3970,70,RMB,order payment
3971,822,RMB,order pending
3972,327,INR,order payment
3973,777,USD,order pending
3974,788,USD,order refunded
3975,182,RMB,order payment
3976,110,USD,order refunded
3977,250,USD,order refunded
3978,17,INR,order payment
3979,514,INR,order refunded
3980,451,AUD,order payment
3981,963,USD,order refunded
3982,741,INR,order refunded
3983,964,RMB,order pending
3984,57,USD,order refunded
3985,847,RMB,order pending
3986,789,INR,order pending
3987,988,AUD,order refunded
3988,913,AUD,order refunded
3989,264,USD,order pending
3990,439,USD,order refunded
3991,967,USD,order refunded
3992,147,USD,order refunded
3993,577,AUD,order pending
3994,980,RMB,order payment
3995,805,USD,order pending
3996,424,USD,order payment
3997,19,USD,order payment
3998,121,AUD,order pending
3999,481,RMB,order pending
4000,462,RMB,order payment
4001,638,RMB,order pending
4002,24,AUD,order payment
4003,942,USD,order refunded
4004,95,USD,order payment
4005,966,AUD,order payment
4006,562,AUD,order payment
4007,208,AUD,order refunded
4008,525,AUD,order pending
4009,408,RMB,order refunded
4010,321,AUD,order refunded
4011,806,RMB,order refunded
4012,651,USD,order pending
4013,560,RMB,order payment
4014,897,INR,order payment
4015,403,AUD,order refunded
4016,259,AUD,order refunded
4017,701,AUD,order payment
4018,95,INR,order pending
4019,31,RMB,order payment
4020,953,AUD,order payment
4021,39,AUD,order payment
4022,495,USD,order payment
4023,28,AUD,order payment
4024,267,RMB,order refunded
4025,99,AUD,order payment
4026,905,RMB,order pending
4027,6,RMB,order pending
4028,770,RMB,order pending
4029,243,RMB,order payment
4030,646,USD,order payment
4031,840,USD,order pending
4032,94,RMB,order pending
4033,216,INR,order refunded
4034,171,USD,order refunded
4035,523,INR,order refunded
4036,592,AUD,order pending
4037,349,USD,order payment
4038,548,RMB,order refunded
4039,394,USD,order pending
4040,49,USD,order payment
4041,43,INR,order payment
4042,7,USD,order refunded
4043,509,AUD,order refunded
4044,909,RMB,order pending
4045,895,RMB,order payment
4046,985,USD,order refunded
4047,893,RMB,order pending
4048,50,INR,order payment
4049,318,AUD,order pending
4050,780,RMB,order payment
4051,436,USD,order refunded
4052,457,RMB,order refunded
4053,64,INR,order pending
4054,692,AUD,order payment
4055,257,INR,order refunded
4056,472,AUD,order payment
4057,107,USD,order payment
4058,17,RMB,order refunded
4059,583,INR,order payment
4060,692,INR,order refunded
4061,414,USD,order refunded
4062,871,INR,order payment
4063,474,RMB,order pending
4064,372,USD,order payment
4065,509,AUD,order pending
4066,739,RMB,order payment
4067,696,INR,order pending
4068,836,AUD,order refunded
4069,90,USD,order pending
4070,258,USD,order refunded
4071,813,INR,order pending
4072,341,AUD,order pending
4073,287,AUD,order refunded
4074,167,USD,order pending
4075,261,USD,order pending
4076,459,INR,order payment
4077,978,INR,order pending
4078,841,RMB,order pending
4079,258,USD,order pending
4080,750,RMB,order pending
4081,909,AUD,order refunded
4082,243,AUD,order refunded
4083,57,USD,order refunded
4084,521,AUD,order payment
4085,710,AUD,order refunded
4086,694,USD,order payment
4087,83,USD,order pending
4088,281,INR,order pending
4089,482,INR,order pending
4090,340,RMB,order pending
4091,769,INR,order pending
4092,393,USD,order pending
4093,847,RMB,order payment
4094,680,USD,order pending
4095,429,INR,order pending
4096,260,AUD,order pending
4097,137,INR,order pending
4098,836,AUD,order payment
4099,14,RMB,order payment
4100,861,USD,order payment
4101,199,RMB,order refunded
4102,891,USD,order payment
4103,642,RMB,order payment
4104,873,USD,order pending
4105,212,USD,order pending
4106,190,RMB,order payment
